Brand_Name,Total_Spend_Sum,Total_Spend_Mean,Purchase_Count,Quantity_Sum,Quantity_Mean,Price_Mean,Price_Max,Top_Category,Category_Diversity,Spending_Concentration,"Arts, Crafts & Sewing",Automotive,Baby Products,Beauty & Personal Care,Cell Phones & Accessories,"Clothing, Shoes & Jewelry",Electronics,Grocery & Gourmet Food,Health & Household,Hobbies,Home & Kitchen,Industrial & Scientific,Movies & TV,Musical Instruments,Office Products,"Patio, Lawn & Garden",Pet Supplies,Remote & App Controlled Vehicle Parts,Remote & App Controlled Vehicles & Parts,Sports & Outdoors,Tools & Home Improvement,Toys & Games,Unknown,Video Games,Cluster,PCA1,PCA2
Hollywood,12.59,12.59,1,1.0,1.0,12.59,12.59,Beauty & Personal Care,1,0.9999999999920572,0.0,0.0,0.0,12.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.08242978237832096,-1.2345425388028877
Home,98.41,32.8,3,3.0,1.0,32.8,52.39,Home & Kitchen,1,0.9999999999989838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.49177436961624466,0.2529710849479888
HomePop,91.99,91.99,1,1.0,1.0,91.99,91.99,Home & Kitchen,1,0.9999999999989129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.31755672193475687,1.2267202805291897
Homeford,10.33,10.33,1,1.0,1.0,10.33,10.33,Toys & Games,1,0.9999999999903194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.33,0.0,0.0,0,-1.0279877808241251,-0.3762818069180526
Honeycomb,7.94,7.94,1,1.0,1.0,7.94,7.94,Unknown,1,0.9999999999874055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.94,0.0,0,-1.015730573093629,-0.4339187578008017
Hoohobbers,65.0,65.0,1,1.0,1.0,65.0,65.0,Home & Kitchen,1,0.9999999999984616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.5531571728343241,0.7051641398227912
Horizon,59.61,9.94,6,6.0,1.0,9.94,15.5,Toys & Games,1,0.9999999999983225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.61,0.0,0.0,0,-0.5453522378385268,-0.5452901023450941
Hornby,12.99,12.99,1,1.0,1.0,12.99,12.99,Toys & Games,1,0.9999999999923018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.99,0.0,0.0,0,-1.0041518608573827,-0.33131740937376075
Hot,1060.54,20.4,52,52.0,1.0,20.4,79.99,Toys & Games,5,0.8296905350103881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.88,33.76,79.99,0.0,879.92,11.99,0.0,1,8.722598705350288,-3.516982183990722
Hover-1,134.99,67.5,2,2.0,1.0,67.5,128.0,Sports & Outdoors,1,0.9999999999992593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.99,0.0,0.0,0.0,0.0,0,-0.18288994451172086,0.9664350754446319
HowdaHug,77.03,77.03,1,1.0,1.0,77.03,77.03,Home & Kitchen,1,0.9999999999987018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.44814518971760275,0.9376324752321794
Howling,10.18,10.18,1,1.0,1.0,10.18,10.18,"Clothing, Shoes & Jewelry",1,0.9999999999901769,0.0,0.0,0.0,0.0,0.0,10.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.019999486257081,-0.3958517184995024
Hubbard,82.16,82.16,1,1.0,1.0,82.16,82.16,Toys & Games,1,0.9999999999987829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.16,0.0,0.0,0,-0.38432833293706287,0.8379259658059236
Huffy,578.47,115.69,5,5.0,1.0,115.69,159.99,Sports & Outdoors,2,0.7320690787766466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.48,0.0,154.99,0.0,0.0,0,2.091010715667554,1.378523992910801
Huina,37.99,37.99,1,1.0,1.0,37.99,37.99,Toys & Games,1,0.9999999999973677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.99,0.0,0.0,0,-0.780130056639611,0.09128031188899244
Hula,3.98,3.98,1,1.0,1.0,3.98,3.98,Toys & Games,1,0.9999999999748743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.0,0.0,0,-1.0848893190755422,-0.4836216281377717
Humbrol,54.16,10.83,5,5.0,1.0,10.83,14.99,Toys & Games,2,0.7884047267341425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.7,11.46,0.0,0,0.14768379862941694,-1.0984518807172436
Husqvarna,32.26,32.26,1,1.0,1.0,32.26,32.26,Toys & Games,1,0.9999999999969001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.26,0.0,0.0,0,-0.8314758541672991,-0.005579085823500877
Hydor,22.31,22.31,1,1.0,1.0,22.31,22.31,Toys & Games,1,0.9999999999955178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.31,0.0,0.0,0,-0.9206365322468629,-0.17377297888522697
HydroTools,20.85,20.85,1,1.0,1.0,20.85,20.85,"Patio, Lawn & Garden",1,0.999999999995204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.8038704430966981,-0.2409647258035415
Hygloss,338.36,26.03,13,13.0,1.0,26.03,60.42,Toys & Games,1,0.9999999999997045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.36,0.0,0.0,0,0.832036218591794,-0.3831202142603253
Hyper,6.97,6.97,1,1.0,1.0,6.97,6.97,Toys & Games,1,0.9999999999856528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0,-1.0580963113053925,-0.4330789406611097
I,51.77,17.26,3,3.0,1.0,17.26,19.99,Toys & Games,1,0.9999999999980683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.769999999999996,0.0,0.0,0,-0.7323826032818378,-0.3194478090852575
I'd,16.99,16.99,1,1.0,1.0,16.99,16.99,Toys & Games,1,0.9999999999941143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.99,0.0,0.0,0,-0.9683083721839473,-0.2637017739703773
ICS,99.68,49.84,2,2.0,1.0,49.84,81.54,Toys & Games,2,0.8180176564999819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54,18.14,0.0,0,0.36645988029787124,-0.18910222933445317
IDW,48.39,16.13,3,3.0,1.0,16.13,22.57,Toys & Games,1,0.9999999999979334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.39,0.0,0.0,0,-0.7386223100192022,-0.32446523654456644
IELLO,75.97,25.32,3,3.0,1.0,25.32,31.99,Toys & Games,1,0.9999999999986837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.97,0.0,0.0,0,-0.6082793004376121,-0.16485467704129314
INK+IVY,113.34,56.67,2,2.0,1.0,56.67,59.99,Home & Kitchen,1,0.9999999999991177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.4155700248579756,0.6660398927054445
INNOBABY,12.89,12.89,1,1.0,1.0,12.89,12.89,Baby Products,1,0.9999999999922421,0.0,0.0,12.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.9820391767855395,-0.3558360086008453
INOVART,75.77,15.15,5,5.0,1.0,15.15,24.06,"Arts, Crafts & Sewing",2,0.6895869077462192,52.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.520000000000003,0.0,0.0,0,0.6136035779133202,-1.4516208413566603
IOTC,9.65,9.65,1,1.0,1.0,9.65,9.65,Toys & Games,1,0.9999999999896373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.65,0.0,0.0,0,-1.0340811738980837,-0.38777646493712925
IQCREW,29.26,29.26,1,1.0,1.0,29.26,29.26,Toys & Games,1,0.9999999999965824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.26,0.0,0.0,0,-0.8583584706738394,-0.05629081237464225
IRIS,147.07,73.54,2,2.0,1.0,73.54,105.08,Home & Kitchen,1,0.9999999999993201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.15510128933188563,1.14618629241533
IZOD,111.01,55.5,2,2.0,1.0,55.5,89.99,Home & Kitchen,1,0.9999999999990992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.00999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.3471385506170491,0.7621983891962625
Icon,129.77,32.44,4,4.0,1.0,32.44,66.95,Toys & Games,1,0.9999999999992295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.77,0.0,0.0,0,-0.28278506352221344,0.034173241667592086
Iconic,184.77,184.77,1,1.0,1.0,184.77,184.77,Home & Kitchen,1,0.9999999999994589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.49233619523826944,3.019605746802004
Idea,39.51,19.76,2,2.0,1.0,19.76,29.97,Home & Kitchen,2,0.7585421412281484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.54,0.0,0.0,0,-0.037018015454040605,-0.7548612287810287
Ideal,83.65,13.94,6,6.0,1.0,13.94,25.99,Toys & Games,1,0.9999999999988045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.65,0.0,0.0,0,-0.44092308215136156,-0.4486498760967294
If,57.07,28.53,2,2.0,1.0,28.53,37.08,Toys & Games,1,0.9999999999982477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.06999999999999,0.0,0.0,0,-0.7003090628119798,-0.06864760043972866
Ikea,17.48,17.48,1,1.0,1.0,17.48,17.48,Toys & Games,1,0.9999999999942792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.48,0.0,0.0,0,-0.9639175448213714,-0.2554188586335392
Illustrated,6.77,6.77,1,1.0,1.0,6.77,6.77,Toys & Games,1,0.9999999999852289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77,0.0,0.0,0,-1.059888485738596,-0.4364597224317256
Imagine,97.72,19.54,5,5.0,1.0,19.54,22.75,"Clothing, Shoes & Jewelry",2,0.5388866148172954,0.0,0.0,0.0,0.0,0.0,52.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.06,0.0,0.0,0,0.6633890981483699,-1.3462801750051039
Imaginext,15.95,15.95,1,1.0,1.0,15.95,15.95,Toys & Games,1,0.9999999999937305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.95,0.0,0.0,0,-0.9776276792391635,-0.28128183917513966
Imperial,329.04,65.81,5,5.0,1.0,65.81,199.0,Toys & Games,3,0.6047896912227679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,8.190000000000001,121.85,0.0,0,2.5979771655466624,-0.15711302137055597
Imploding,15.0,15.0,1,1.0,1.0,15.0,15.0,Toys & Games,1,0.9999999999933333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0,-0.9861405077991512,-0.2973405525833986
Improv,19.75,19.75,1,1.0,1.0,19.75,19.75,Toys & Games,1,0.9999999999949368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,0.0,0.0,0,-0.9435763649986754,-0.21704698554261634
In,202.36,15.57,13,13.0,1.0,15.57,31.9,Toys & Games,2,0.9358074718319155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.99,0.0,0.0,0.0,0.0,0.0,189.37,0.0,0.0,0,0.9665635287084676,-1.0577013700042635
InCharacter,42.72,42.72,1,1.0,1.0,42.72,42.72,"Clothing, Shoes & Jewelry",1,0.9999999999976591,0.0,0.0,0.0,0.0,0.0,42.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.698581947316575,0.09975187394953346
InHome,10.99,10.99,1,1.0,1.0,10.99,10.99,Home & Kitchen,1,0.9999999999909008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.0246199498937199,-0.338527863133617
InStep,179.99,179.99,1,1.0,1.0,179.99,179.99,Sports & Outdoors,1,0.9999999999994444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.99,0.0,0.0,0.0,0.0,0,0.40195019160691053,2.7132815498222667
Incharacter,24.07,24.07,1,1.0,1.0,24.07,24.07,"Clothing, Shoes & Jewelry",1,0.9999999999958455,0.0,0.0,0.0,0.0,0.0,24.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.8827994366021807,-0.18429874064993076
Indiana,41.26,20.63,2,2.0,1.0,20.63,23.31,"Clothing, Shoes & Jewelry",1,0.9999999999975763,0.0,0.0,0.0,0.0,0.0,41.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.7689826608629532,-0.29561196616325897
Indie,67.97,16.99,4,4.0,1.0,16.99,19.99,Toys & Games,1,0.9999999999985287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.97,0.0,0.0,0,-0.6229302226590727,-0.35858892631617023
Industro,51.1,25.55,2,2.0,1.0,25.55,34.27,Home & Kitchen,1,0.999999999998043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.7461138126043835,0.004765139128932555
Infantino,113.46,10.31,11,11.0,1.0,10.31,18.42,Toys & Games,2,0.8690287325922184,0.0,0.0,14.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.6,0.0,0.0,0,0.5844526699440243,-1.206096474047811
Infinity,44.97,22.48,2,2.0,1.0,22.48,24.99,Toys & Games,1,0.9999999999977762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.97,0.0,0.0,0,-0.7858802128148769,-0.1956227271043041
Inflatable,116.04,23.21,5,5.0,1.0,23.21,38.12,"Clothing, Shoes & Jewelry",2,0.6874353671141956,0.0,0.0,0.0,0.0,0.0,79.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.27,0.0,0.0,0,0.5806657561062406,-1.0820767641220495
Ingenio,16.25,8.12,2,2.0,1.0,8.12,8.52,Toys & Games,1,0.9999999999938463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,0.0,0.0,0,-0.9570728588871928,-0.44923461623198907
Ingenuity,23.97,7.99,3,3.0,1.0,7.99,12.99,Toys & Games,1,0.9999999999958282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.97,0.0,0.0,0,-0.8572773463489083,-0.4706683117445458
Inky,9.6,9.6,1,1.0,1.0,9.6,9.6,Toys & Games,1,0.9999999999895833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0,-1.0345292175064575,-0.38862166037971335
Inlaid,43.0,43.0,1,1.0,1.0,43.0,43.0,Toys & Games,1,0.9999999999976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0,-0.735236087073374,0.17596889522909837
Inovart,189.18,94.59,2,2.0,1.0,94.59,167.38,"Arts, Crafts & Sewing",2,0.8847658314827758,167.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,0.0,0.0,0,1.716221449325726,-0.22527550697472762
Intelex,44.65,22.32,2,2.0,1.0,22.32,24.75,Toys & Games,1,0.9999999999977603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.65,0.0,0.0,0,-0.7879351122300254,-0.19866920471941016
Intelligent,130.07,43.36,3,3.0,1.0,43.36,64.99,Home & Kitchen,1,0.9999999999992313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.34478186316428167,0.5199296001652522
Interior,202.85,33.81,6,6.0,1.0,33.81,54.05,Toys & Games,2,0.9063840276061591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.86,18.99,0.0,0,0.6544015859826312,-0.5210069609156747
International,139.91,69.96,2,2.0,1.0,69.96,130.92,Home & Kitchen,2,0.9357444071181933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.99,0.0,0.0,0,0.40224775278552377,0.7830498203917156
Intex,78.46,26.15,3,3.0,1.0,26.15,42.48,Toys & Games,1,0.9999999999987255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.46,0.0,0.0,0,-0.5713476748759467,-0.11277718744766213
Iridescent,9.99,9.99,1,1.0,1.0,9.99,9.99,Toys & Games,1,0.99999999998999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99,0.0,0.0,0,-1.0310344773611206,-0.3820291359275752
It's,6.48,6.48,1,1.0,1.0,6.48,6.48,Toys & Games,1,0.9999999999845679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48,0.0,0.0,0,-1.0624871386666757,-0.44136185599918093
Italeri,406.23,67.7,6,6.0,1.0,67.7,159.93,Toys & Games,1,0.9999999999997539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.23,0.0,0.0,0,0.9428792582880152,0.8225715242183222
Itzy,37.48,12.49,3,3.0,1.0,12.49,14.99,Baby Products,1,0.9999999999973319,0.0,0.0,37.480000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.7333578464351885,-0.46909720175263847
Ivy,10.0,10.0,1,1.0,1.0,10.0,10.0,Toys & Games,1,0.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,-1.030944868639445,-0.38186009683905947
Iwako,11.08,5.54,2,2.0,1.0,5.54,5.58,Office Products,2,0.5036101082987039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,5.58,0.0,0.0,0,0.13588217595782223,-1.445258413066561
J,382.82,42.54,9,9.0,1.0,42.54,70.0,"Clothing, Shoes & Jewelry",3,0.5587743587062958,0.0,0.0,0.0,0.0,0.0,213.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.13,39.78,0.0,0,2.599530382589479,-1.5905758287863052
JA-RU,89.61,14.94,6,6.0,1.0,14.94,20.43,Toys & Games,1,0.999999999998884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.61,0.0,0.0,0,-0.4363039998220974,-0.45646958863338266
JACKPOT!,757.83,378.92,2,2.0,1.0,378.92,701.74,Home & Kitchen,1,0.999999999999868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.9871913363110263,8.980393850634465
JC,321.16,35.68,9,9.0,1.0,35.68,75.57,Toys & Games,1,0.9999999999996887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.15999999999997,0.0,0.0,0,0.5887804186070663,-0.04883823836809418
JF,24.99,24.99,1,1.0,1.0,24.99,24.99,Sports & Outdoors,1,0.9999999999959984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.99,0.0,0.0,0.0,0.0,0,-0.9091675716094567,-0.0976969153660455
JOZEFINA,13.24,13.24,1,1.0,1.0,13.24,13.24,Toys & Games,1,0.9999999999924472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.24,0.0,0.0,0,-1.001911642815338,-0.3270914321610063
JTT,18.53,9.26,2,2.0,1.0,9.26,10.38,Toys & Games,1,0.9999999999946034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.53,0.0,0.0,0,-0.9420401450393725,-0.4269423840272983
JUMANJI,24.65,24.65,1,1.0,1.0,24.65,24.65,Toys & Games,1,0.9999999999959432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.65,0.0,0.0,0,-0.8996680913720111,-0.13421783217509858
